continent,location,date,population,total_cases,new_cases,total_deaths,new_deaths
Asia,Georgia,2022-01-02,3744385,937640.0,13272.0,13885.0,373.0
Asia,Georgia,2022-01-09,3744385,959874.0,22234.0,14137.0,252.0
Asia,Georgia,2022-01-16,3744385,995687.0,35813.0,14399.0,262.0
Asia,Georgia,2022-01-23,3744385,1051445.0,55758.0,14651.0,252.0
Asia,Georgia,2022-01-30,3744385,1162773.0,111328.0,14895.0,244.0
Asia,Georgia,2022-02-06,3744385,1314603.0,151830.0,15162.0,267.0
Asia,Georgia,2022-02-13,3744385,1454065.0,139462.0,15506.0,344.0
Asia,Georgia,2022-02-20,3744385,1548893.0,94828.0,15806.0,300.0
Asia,Georgia,2022-02-27,3744385,1603007.0,54114.0,16088.0,282.0
Asia,Georgia,2022-03-06,3744385,1625372.0,22365.0,16316.0,228.0
Asia,Georgia,2022-03-13,3744385,1635509.0,10137.0,16504.0,188.0
Asia,Georgia,2022-03-20,3744385,1641874.0,6365.0,16613.0,109.0
Asia,Georgia,2022-03-27,3744385,1646316.0,4442.0,16658.0,45.0
Asia,Georgia,2022-04-03,3744385,1649222.0,2906.0,16706.0,48.0
Asia,Georgia,2022-04-10,3744385,1651470.0,2248.0,16721.0,15.0
Asia,Georgia,2022-04-17,3744385,1653044.0,1574.0,16742.0,21.0
Asia,Georgia,2022-04-24,3744385,1654255.0,1211.0,16750.0,8.0
Asia,Georgia,2022-05-01,3744385,1655170.0,915.0,16760.0,10.0
Asia,Georgia,2022-05-08,3744385,1655221.0,51.0,16761.0,1.0
Asia,Georgia,2022-05-15,3744385,1655966.0,745.0,16769.0,8.0
Asia,Georgia,2022-05-22,3744385,1656568.0,602.0,16772.0,3.0
Asia,Georgia,2022-05-29,3744385,1657154.0,586.0,16777.0,5.0
Asia,Georgia,2022-06-05,3744385,1657729.0,575.0,16778.0,1.0
Asia,Georgia,2022-06-12,3744385,1658755.0,1026.0,16788.0,10.0
Asia,Georgia,2022-06-26,3744385,1660429.0,1674.0,16791.0,3.0
Asia,Georgia,2022-07-10,3744385,1662299.0,1870.0,16794.0,3.0
Asia,Georgia,2022-07-17,3744385,1667453.0,5154.0,16797.0,3.0
Asia,Georgia,2022-07-24,3744385,1676965.0,9512.0,16804.0,7.0
Asia,Georgia,2022-07-31,3744385,1688218.0,11253.0,16809.0,5.0
Asia,Georgia,2022-08-07,3744385,1701020.0,12802.0,16819.0,10.0
Asia,Georgia,2022-08-14,3744385,1714749.0,13729.0,16827.0,8.0
Asia,Georgia,2022-08-21,3744385,1728087.0,13338.0,16833.0,6.0
Asia,Georgia,2022-08-28,3744385,1741682.0,13595.0,16839.0,6.0
Asia,Georgia,2022-09-04,3744385,1761589.0,19907.0,16843.0,4.0
Asia,Georgia,2022-09-11,3744385,1771929.0,10340.0,16849.0,6.0
Asia,Georgia,2022-09-18,3744385,1780409.0,8480.0,16854.0,5.0
Asia,Georgia,2022-09-25,3744385,1787623.0,7214.0,16858.0,4.0
Asia,Georgia,2022-10-02,3744385,1792773.0,5150.0,16862.0,4.0
Asia,Georgia,2022-10-09,3744385,1796770.0,3997.0,16867.0,5.0
Asia,Georgia,2022-10-16,3744385,1798999.0,2229.0,16870.0,3.0
Asia,Georgia,2022-10-23,3744385,1800813.0,1814.0,16871.0,1.0
Asia,Georgia,2022-10-30,3744385,1802257.0,1444.0,16873.0,2.0
Asia,Georgia,2022-11-06,3744385,1803396.0,1139.0,16878.0,5.0
Asia,Georgia,2022-11-20,3744385,1805642.0,1077.0,16881.0,3.0
Asia,Georgia,2022-11-27,3744385,1806531.0,889.0,16887.0,6.0
Asia,Georgia,2022-12-04,3744385,1807279.0,748.0,16890.0,3.0
Asia,Georgia,2022-12-11,3744385,1807902.0,623.0,16893.0,3.0
Asia,Georgia,2022-12-18,3744385,1808538.0,636.0,16897.0,4.0
Asia,Georgia,2022-12-25,3744385,1809179.0,641.0,16898.0,1.0
Asia,Georgia,2023-01-01,3744385,1809870.0,691.0,16903.0,5.0
Asia,India,2021-01-03,1417173120,10323965.0,136115.0,149435.0,1813.0
Asia,India,2021-01-10,1417173120,10450284.0,126319.0,150999.0,1564.0
Asia,India,2021-01-17,1417173120,10557985.0,107701.0,152274.0,1275.0
Asia,India,2021-01-24,1417173120,10654533.0,96548.0,153339.0,1065.0
Asia,India,2021-01-31,1417173120,10746183.0,91650.0,154274.0,935.0
Asia,India,2021-02-07,1417173120,10826363.0,80180.0,154996.0,722.0
Asia,India,2021-02-14,1417173120,10904940.0,78577.0,155642.0,646.0
Asia,India,2021-02-21,1417173120,10991651.0,86711.0,156302.0,660.0
Asia,India,2021-02-28,1417173120,11096731.0,105080.0,157051.0,749.0
Asia,India,2021-03-07,1417173120,11210799.0,114068.0,157756.0,705.0
Asia,India,2021-03-14,1417173120,11359048.0,148249.0,158607.0,851.0
Asia,India,2021-03-21,1417173120,11599130.0,240082.0,159755.0,1148.0
Asia,India,2021-03-28,1417173120,11971624.0,372494.0,161552.0,1797.0
Asia,India,2021-04-04,1417173120,12485509.0,513885.0,164623.0,3071.0
Asia,India,2021-04-11,1417173120,13358805.0,873296.0,169275.0,4652.0
Asia,India,2021-04-18,1417173120,14788109.0,1429304.0,177150.0,7875.0
Asia,India,2021-04-25,1417173120,16960172.0,2172063.0,192311.0,15161.0
Asia,India,2021-05-02,1417173120,19557457.0,2597285.0,215542.0,23231.0
Asia,India,2021-05-09,1417173120,22296414.0,2738957.0,242362.0,26820.0
Asia,India,2021-05-16,1417173120,24684077.0,2387663.0,270284.0,27922.0
Asia,India,2021-05-23,1417173120,26530132.0,1846055.0,299266.0,28982.0
Asia,India,2021-05-30,1417173120,27894800.0,1364668.0,325972.0,26706.0
Asia,India,2021-06-06,1417173120,28809339.0,914539.0,346759.0,20787.0
Asia,India,2021-06-13,1417173120,29439989.0,630650.0,370384.0,23625.0
Asia,India,2021-06-20,1417173120,29881965.0,441976.0,386713.0,16329.0
Asia,India,2021-06-27,1417173120,30233183.0,351218.0,395751.0,9038.0
Asia,India,2021-07-04,1417173120,30545433.0,312250.0,402005.0,6254.0
Asia,India,2021-07-11,1417173120,30837222.0,291789.0,408040.0,6035.0
Asia,India,2021-07-18,1417173120,31106065.0,268843.0,413609.0,5569.0
Asia,India,2021-07-25,1417173120,31371901.0,265836.0,420551.0,6942.0
Asia,India,2021-08-01,1417173120,31655824.0,283923.0,424351.0,3800.0
Asia,India,2021-08-08,1417173120,31934455.0,278631.0,427862.0,3511.0
Asia,India,2021-08-15,1417173120,32192576.0,258121.0,431225.0,3363.0
Asia,India,2021-08-22,1417173120,32424234.0,231658.0,434367.0,3142.0
Asia,India,2021-08-29,1417173120,32695030.0,270796.0,437830.0,3463.0
Asia,India,2021-09-05,1417173120,32988673.0,293643.0,440533.0,2703.0
Asia,India,2021-09-12,1417173120,33236921.0,248248.0,442655.0,2122.0
Asia,India,2021-09-19,1417173120,33448163.0,211242.0,444838.0,2183.0
Asia,India,2021-09-26,1417173120,33652745.0,204582.0,446918.0,2080.0
Asia,India,2021-10-03,1417173120,33813903.0,161158.0,448817.0,1899.0
Asia,India,2021-10-10,1417173120,33953475.0,139572.0,450589.0,1772.0
Asia,India,2021-10-17,1417173120,34067719.0,114244.0,452124.0,1535.0
Asia,India,2021-10-24,1417173120,34175468.0,107749.0,454269.0,2145.0
Asia,India,2021-10-31,1417173120,34273300.0,97832.0,458186.0,3917.0
Asia,India,2021-11-07,1417173120,34355536.0,82236.0,460791.0,2605.0
Asia,India,2021-11-14,1417173120,34437307.0,81771.0,463530.0,2739.0
Asia,India,2021-11-21,1417173120,34510413.0,73106.0,465662.0,2132.0
Asia,India,2021-11-28,1417173120,34572523.0,62110.0,468554.0,2892.0
Asia,India,2021-12-05,1417173120,34633255.0,60732.0,473326.0,4772.0
Asia,India,2021-12-12,1417173120,34690510.0,57255.0,475434.0,2108.0
Asia,India,2021-12-19,1417173120,34740275.0,49765.0,477422.0,1988.0
Asia,India,2021-12-26,1417173120,34786802.0,46527.0,479682.0,2260.0
Asia,India,2022-01-02,1417173120,34889132.0,102330.0,481770.0,2088.0
Asia,India,2022-01-09,1417173120,35528004.0,638872.0,483790.0,2020.0
Asia,India,2022-01-16,1417173120,37122164.0,1594160.0,486066.0,2276.0
Asia,India,2022-01-23,1417173120,39237264.0,2115100.0,489409.0,3343.0
Asia,India,2022-01-30,1417173120,41092522.0,1855258.0,494091.0,4682.0
Asia,India,2022-02-06,1417173120,42188138.0,1095616.0,501979.0,7888.0
Asia,India,2022-02-13,1417173120,42631421.0,443283.0,508665.0,6686.0
Asia,India,2022-02-20,1417173120,42822473.0,191052.0,511903.0,3238.0
Asia,India,2022-02-27,1417173120,42916117.0,93644.0,513724.0,1821.0
Asia,India,2022-03-06,1417173120,42962953.0,46836.0,515036.0,1312.0
Asia,India,2022-03-13,1417173120,42990991.0,28038.0,515850.0,814.0
Asia,India,2022-03-20,1417173120,43007841.0,16850.0,516479.0,629.0
Asia,India,2022-03-27,1417173120,43019453.0,11612.0,521004.0,4525.0
Asia,India,2022-04-03,1417173120,43028131.0,8678.0,521345.0,341.0
Asia,India,2022-04-10,1417173120,43035271.0,7140.0,521685.0,340.0
Asia,India,2022-04-17,1417173120,43042097.0,6826.0,521751.0,66.0
Asia,India,2022-04-24,1417173120,43057545.0,15448.0,522193.0,442.0
Asia,India,2022-05-01,1417173120,43079188.0,21643.0,523843.0,1650.0
Asia,India,2022-05-08,1417173120,43102194.0,23006.0,524064.0,221.0
Asia,India,2022-05-15,1417173120,43121599.0,19405.0,524214.0,150.0
Asia,India,2022-05-22,1417173120,43136371.0,14772.0,524413.0,199.0
Asia,India,2022-05-29,1417173120,43153043.0,16672.0,524586.0,173.0
Asia,India,2022-06-05,1417173120,43176817.0,23774.0,524692.0,106.0
Asia,India,2022-06-12,1417173120,43222017.0,45200.0,524761.0,69.0
Asia,India,2022-06-19,1417173120,43296692.0,74675.0,524855.0,94.0
Asia,India,2022-06-26,1417173120,43389973.0,93281.0,524999.0,144.0
Asia,India,2022-07-03,1417173120,43502429.0,112456.0,525199.0,200.0
Asia,India,2022-07-10,1417173120,43622651.0,120222.0,525428.0,229.0
Asia,India,2022-07-17,1417173120,43750599.0,127948.0,525709.0,281.0
Asia,India,2022-07-24,1417173120,43888755.0,138156.0,526033.0,324.0
Asia,India,2022-07-31,1417173120,44019811.0,131056.0,526357.0,324.0
Asia,India,2022-08-07,1417173120,44145732.0,125921.0,526689.0,332.0
Asia,India,2022-08-14,1417173120,44253464.0,107732.0,527037.0,348.0
Asia,India,2022-08-21,1417173120,44339429.0,85965.0,527332.0,295.0
Asia,India,2022-08-28,1417173120,44408132.0,68703.0,527754.0,422.0
Asia,India,2022-09-04,1417173120,44456535.0,48403.0,527991.0,237.0
Asia,India,2022-09-11,1417173120,44495359.0,38824.0,528150.0,159.0
Asia,India,2022-09-18,1417173120,44534188.0,38829.0,528337.0,187.0
Asia,India,2022-09-25,1417173120,44568114.0,33926.0,528510.0,173.0
Asia,India,2022-10-02,1417173120,44594487.0,26373.0,528673.0,163.0
Asia,India,2022-10-09,1417173120,44612013.0,17526.0,528799.0,126.0
Asia,India,2022-10-16,1417173120,44628828.0,16815.0,528895.0,96.0
Asia,India,2022-10-23,1417173120,44642742.0,13914.0,528961.0,66.0
Asia,India,2022-10-30,1417173120,44652266.0,9524.0,529016.0,55.0
Asia,India,2022-11-06,1417173120,44660579.0,8313.0,530500.0,1484.0
Asia,India,2022-11-13,1417173120,44666377.0,5798.0,530531.0,31.0
Asia,India,2022-11-20,1417173120,44669015.0,2638.0,530574.0,43.0
Asia,India,2022-11-27,1417173120,44671562.0,2547.0,530612.0,38.0
Asia,India,2022-12-04,1417173120,44673392.0,1830.0,530628.0,16.0
Asia,India,2022-12-11,1417173120,44674822.0,1430.0,530658.0,30.0
Asia,India,2022-12-18,1417173120,44675952.0,1130.0,530672.0,14.0
Asia,India,2022-12-25,1417173120,44677106.0,1154.0,530693.0,21.0
Asia,India,2023-01-01,1417173120,44678649.0,1543.0,530705.0,12.0
Asia,Indonesia,2021-01-03,275501344,765350.0,51985.0,22734.0,1497.0
Asia,Indonesia,2021-01-10,275501344,828026.0,62676.0,24129.0,1395.0
Asia,Indonesia,2021-01-17,275501344,907929.0,79903.0,25987.0,1858.0
Asia,Indonesia,2021-01-24,275501344,989262.0,81333.0,27835.0,1848.0
Asia,Indonesia,2021-01-31,275501344,1078314.0,89052.0,29998.0,2163.0
Asia,Indonesia,2021-02-07,275501344,1157837.0,79523.0,31556.0,1558.0
Asia,Indonesia,2021-02-14,275501344,1217468.0,59631.0,33183.0,1627.0
Asia,Indonesia,2021-02-21,275501344,1278653.0,61185.0,34489.0,1306.0
Asia,Indonesia,2021-02-28,275501344,1334634.0,55981.0,36166.0,1677.0
Asia,Indonesia,2021-03-07,275501344,1379662.0,45028.0,37266.0,1100.0
Asia,Indonesia,2021-03-14,275501344,1419455.0,39793.0,38426.0,1160.0
Asia,Indonesia,2021-03-21,275501344,1460184.0,40729.0,39550.0,1124.0
Asia,Indonesia,2021-03-28,275501344,1496085.0,35901.0,40449.0,899.0
Asia,Indonesia,2021-04-04,275501344,1534255.0,38170.0,41669.0,1220.0
Asia,Indonesia,2021-04-11,275501344,1566995.0,32740.0,42530.0,861.0
Asia,Indonesia,2021-04-18,275501344,1604348.0,37353.0,43424.0,894.0
Asia,Indonesia,2021-04-25,275501344,1641194.0,36846.0,44594.0,1170.0
Asia,Indonesia,2021-05-02,275501344,1677274.0,36080.0,45796.0,1202.0
Asia,Indonesia,2021-05-09,275501344,1713684.0,36410.0,47012.0,1216.0
Asia,Indonesia,2021-05-16,275501344,1739750.0,26066.0,48093.0,1081.0
Asia,Indonesia,2021-05-23,275501344,1775220.0,35470.0,49328.0,1235.0
Asia,Indonesia,2021-05-30,275501344,1816041.0,40821.0,50404.0,1076.0
Asia,Indonesia,2021-06-06,275501344,1856038.0,39997.0,51612.0,1208.0
Asia,Indonesia,2021-06-13,275501344,1911358.0,55320.0,52879.0,1267.0
Asia,Indonesia,2021-06-20,275501344,1989909.0,78551.0,54662.0,1783.0
Asia,Indonesia,2021-06-27,275501344,2115304.0,125395.0,57138.0,2476.0
Asia,Indonesia,2021-07-04,275501344,2284084.0,168780.0,60582.0,3444.0
Asia,Indonesia,2021-07-11,275501344,2527203.0,243119.0,66464.0,5882.0
Asia,Indonesia,2021-07-18,275501344,2877476.0,350273.0,73582.0,7118.0
Asia,Indonesia,2021-07-25,275501344,3166505.0,289029.0,83279.0,9697.0
Asia,Indonesia,2021-08-01,275501344,3440396.0,273891.0,95723.0,12444.0
Asia,Indonesia,2021-08-08,275501344,3666031.0,225635.0,107096.0,11373.0
Asia,Indonesia,2021-08-15,275501344,3854354.0,188323.0,117588.0,10492.0
Asia,Indonesia,2021-08-22,275501344,3979456.0,125102.0,126372.0,8784.0
Asia,Indonesia,2021-08-29,275501344,4073831.0,94375.0,131923.0,5551.0
Asia,Indonesia,2021-09-05,275501344,4129020.0,55189.0,135861.0,3938.0
Asia,Indonesia,2021-09-12,275501344,4167511.0,38491.0,138889.0,3028.0
Asia,Indonesia,2021-09-19,275501344,4190763.0,23252.0,140468.0,1579.0
Asia,Indonesia,2021-09-26,275501344,4208013.0,17250.0,141467.0,999.0
Asia,Indonesia,2021-10-03,275501344,4219284.0,11271.0,142173.0,706.0
Asia,Indonesia,2021-10-10,275501344,4227932.0,8648.0,142651.0,478.0
Asia,Indonesia,2021-10-17,275501344,4234758.0,6826.0,142952.0,301.0
Asia,Indonesia,2021-10-24,275501344,4240019.0,5261.0,143205.0,253.0
Asia,Indonesia,2021-10-31,275501344,4244358.0,4339.0,143405.0,200.0
Asia,Indonesia,2021-11-07,275501344,4248165.0,3807.0,143545.0,140.0
Asia,Indonesia,2021-11-14,275501344,4250855.0,2690.0,143659.0,114.0
Asia,Indonesia,2021-11-21,275501344,4253412.0,2557.0,143739.0,80.0
Asia,Indonesia,2021-11-28,275501344,4255936.0,2524.0,143808.0,69.0
Asia,Indonesia,2021-12-05,275501344,4257685.0,1749.0,143867.0,59.0
Asia,Indonesia,2021-12-12,275501344,4259143.0,1458.0,143936.0,69.0
Asia,Indonesia,2021-12-19,275501344,4260544.0,1401.0,144002.0,66.0
Asia,Indonesia,2021-12-26,275501344,4261759.0,1215.0,144055.0,53.0
Asia,Indonesia,2022-01-02,275501344,4263168.0,1409.0,144097.0,42.0
Asia,Indonesia,2022-01-09,275501344,4266195.0,3027.0,144129.0,32.0
Asia,Indonesia,2022-01-16,275501344,4271649.0,5454.0,144170.0,41.0
Asia,Indonesia,2022-01-23,275501344,4286378.0,14729.0,144220.0,50.0
Asia,Indonesia,2022-01-30,275501344,4343185.0,56807.0,144303.0,83.0
Asia,Indonesia,2022-02-06,275501344,4516480.0,173295.0,144554.0,251.0
Asia,Indonesia,2022-02-13,275501344,4807778.0,291298.0,145176.0,622.0
Asia,Indonesia,2022-02-20,275501344,5197505.0,389727.0,146365.0,1189.0
Asia,Indonesia,2022-02-27,275501344,5539394.0,341889.0,148073.0,1708.0
Asia,Indonesia,2022-03-06,275501344,5748725.0,209331.0,150172.0,2099.0
Asia,Indonesia,2022-03-13,275501344,5890495.0,141770.0,152166.0,1994.0
Asia,Indonesia,2022-03-20,275501344,5962483.0,71988.0,153738.0,1572.0
Asia,Indonesia,2022-03-27,275501344,5998953.0,36470.0,154670.0,932.0
Asia,Indonesia,2022-04-03,275501344,6019981.0,21028.0,155288.0,618.0
Asia,Indonesia,2022-04-10,275501344,6032707.0,12726.0,155626.0,338.0
Asia,Indonesia,2022-04-17,275501344,6039873.0,7166.0,155866.0,240.0
Asia,Indonesia,2022-04-24,275501344,6044150.0,4277.0,156100.0,234.0
Asia,Indonesia,2022-05-01,275501344,6047040.0,2890.0,156273.0,173.0
Asia,Indonesia,2022-05-08,275501344,6048431.0,1391.0,156381.0,108.0
Asia,Indonesia,2022-05-15,275501344,6050776.0,2345.0,156458.0,77.0
Asia,Indonesia,2022-05-22,275501344,6052590.0,1814.0,156522.0,64.0
Asia,Indonesia,2022-05-29,275501344,6054415.0,1825.0,156574.0,52.0
Asia,Indonesia,2022-06-05,275501344,6056800.0,2385.0,156615.0,41.0
Asia,Indonesia,2022-06-12,275501344,6060488.0,3688.0,156643.0,28.0
Asia,Indonesia,2022-06-19,275501344,6068075.0,7587.0,156687.0,44.0
Asia,Indonesia,2022-06-26,275501344,6080451.0,12376.0,156717.0,30.0
Asia,Indonesia,2022-07-03,275501344,6093917.0,13466.0,156749.0,32.0
Asia,Indonesia,2022-07-10,275501344,6111305.0,17388.0,156791.0,42.0
Asia,Indonesia,2022-07-17,275501344,6134953.0,23648.0,156849.0,58.0
Asia,Indonesia,2022-07-24,275501344,6168342.0,33389.0,156902.0,53.0
Asia,Indonesia,2022-07-31,275501344,6207098.0,38756.0,156993.0,91.0
Asia,Indonesia,2022-08-07,275501344,6244978.0,37880.0,157095.0,102.0
Asia,Indonesia,2022-08-14,275501344,6282774.0,37796.0,157226.0,131.0
Asia,Indonesia,2022-08-21,275501344,6315557.0,32783.0,157377.0,151.0
Asia,Indonesia,2022-08-28,275501344,6346304.0,30747.0,157500.0,123.0
Asia,Indonesia,2022-09-04,275501344,6372542.0,26238.0,157647.0,147.0
Asia,Indonesia,2022-09-11,275501344,6392492.0,19950.0,157770.0,123.0
Asia,Indonesia,2022-09-18,275501344,6408806.0,16314.0,157892.0,122.0
Asia,Indonesia,2022-09-25,275501344,6422529.0,13723.0,158014.0,122.0
Asia,Indonesia,2022-10-02,275501344,6434585.0,12056.0,158132.0,118.0
Asia,Indonesia,2022-10-09,275501344,6444948.0,10363.0,158205.0,73.0
Asia,Indonesia,2022-10-16,275501344,6456868.0,11920.0,158313.0,108.0
Asia,Indonesia,2022-10-23,275501344,6470961.0,14093.0,158429.0,116.0
Asia,Indonesia,2022-10-30,275501344,6490622.0,19661.0,158597.0,168.0
Asia,Indonesia,2022-11-06,275501344,6521292.0,30670.0,158829.0,232.0
Asia,Indonesia,2022-11-13,275501344,6561504.0,40212.0,159104.0,275.0
Asia,Indonesia,2022-11-20,275501344,6608367.0,46863.0,159379.0,275.0
Asia,Indonesia,2022-11-27,275501344,6650244.0,41877.0,159676.0,297.0
Asia,Indonesia,2022-12-04,275501344,6680203.0,29959.0,159978.0,302.0
Asia,Indonesia,2022-12-11,275501344,6698790.0,18587.0,160224.0,246.0
Asia,Indonesia,2022-12-18,275501344,6709597.0,10807.0,160398.0,174.0
Asia,Indonesia,2022-12-25,275501344,6716124.0,6527.0,160537.0,139.0
Asia,Indonesia,2023-01-01,275501344,6720181.0,4057.0,160619.0,82.0
Asia,Iran,2021-01-03,88550568,1237474.0,42511.0,55438.0,864.0
Asia,Iran,2021-01-10,88550568,1280438.0,42964.0,56100.0,662.0
Asia,Iran,2021-01-17,88550568,1324395.0,43957.0,56717.0,617.0
Asia,Iran,2021-01-24,88550568,1367032.0,42637.0,57294.0,577.0
Asia,Iran,2021-01-31,88550568,1411731.0,44699.0,57889.0,595.0
Asia,Iran,2021-02-07,88550568,1459370.0,47639.0,58412.0,523.0
Asia,Iran,2021-02-14,88550568,1510873.0,51503.0,58883.0,471.0
Asia,Iran,2021-02-21,88550568,1566081.0,55208.0,59409.0,526.0
Asia,Iran,2021-02-28,88550568,1623159.0,57078.0,59980.0,571.0
Asia,Iran,2021-03-07,88550568,1681682.0,58523.0,60594.0,614.0
Asia,Iran,2021-03-14,88550568,1739360.0,57678.0,61142.0,548.0
Asia,Iran,2021-03-21,88550568,1793805.0,54445.0,61724.0,582.0
Asia,Iran,2021-03-28,88550568,1846923.0,53118.0,62308.0,584.0
Asia,Iran,2021-04-04,88550568,1920394.0,73471.0,62999.0,691.0
Asia,Iran,2021-04-11,88550568,2049078.0,128684.0,64232.0,1233.0
Asia,Iran,2021-04-18,88550568,2215445.0,166367.0,66327.0,2095.0
Asia,Iran,2021-04-25,88550568,2377039.0,161594.0,69120.0,2793.0
Asia,Iran,2021-05-02,88550568,2516157.0,139118.0,72090.0,2970.0
Asia,Iran,2021-05-09,88550568,2640670.0,124513.0,74524.0,2434.0
Asia,Iran,2021-05-16,88550568,2739875.0,99205.0,76633.0,2109.0
Asia,Iran,2021-05-23,88550568,2823887.0,84012.0,78381.0,1748.0
Asia,Iran,2021-05-30,88550568,2893218.0,69331.0,79741.0,1360.0
Asia,Iran,2021-06-06,88550568,2960751.0,67533.0,80941.0,1200.0
Asia,Iran,2021-06-13,88550568,3020522.0,59771.0,81911.0,970.0
Asia,Iran,2021-06-20,88550568,3086974.0,66452.0,82854.0,943.0
Asia,Iran,2021-06-27,88550568,3157983.0,71009.0,83711.0,857.0
Asia,Iran,2021-07-04,88550568,3241037.0,83054.0,84627.0,916.0
Asia,Iran,2021-07-11,88550568,3355786.0,114749.0,85694.0,1067.0
Asia,Iran,2021-07-18,88550568,3501079.0,145293.0,86966.0,1272.0
Asia,Iran,2021-07-25,88550568,3664286.0,163207.0,88532.0,1566.0
Asia,Iran,2021-08-01,88550568,3871008.0,206722.0,90630.0,2098.0
Asia,Iran,2021-08-08,88550568,4119110.0,248102.0,93473.0,2843.0
Asia,Iran,2021-08-15,88550568,4389085.0,269975.0,97208.0,3735.0
Asia,Iran,2021-08-22,88550568,4640695.0,251610.0,101354.0,4146.0
Asia,Iran,2021-08-29,88550568,4895448.0,254753.0,105901.0,4547.0
Asia,Iran,2021-09-05,88550568,5103537.0,208089.0,110064.0,4163.0
Asia,Iran,2021-09-12,88550568,5275567.0,172030.0,113824.0,3760.0
Asia,Iran,2021-09-19,88550568,5408860.0,133293.0,116791.0,2967.0
Asia,Iran,2021-09-26,88550568,5519728.0,110868.0,119072.0,2281.0
Asia,Iran,2021-10-03,88550568,5611700.0,91972.0,120880.0,1808.0
Asia,Iran,2021-10-10,88550568,5691634.0,79934.0,122370.0,1490.0
Asia,Iran,2021-10-17,88550568,5773419.0,81785.0,123876.0,1506.0
Asia,Iran,2021-10-24,88550568,5851670.0,78251.0,125052.0,1176.0
Asia,Iran,2021-10-31,88550568,5916211.0,64541.0,126126.0,1074.0
Asia,Iran,2021-11-07,88550568,5980260.0,64049.0,127173.0,1047.0
Asia,Iran,2021-11-14,88550568,6031575.0,51315.0,128042.0,869.0
Asia,Iran,2021-11-21,88550568,6073098.0,41523.0,128852.0,810.0
Asia,Iran,2021-11-28,88550568,6105101.0,32003.0,129549.0,697.0
Asia,Iran,2021-12-05,88550568,6131356.0,26255.0,130124.0,575.0
Asia,Iran,2021-12-12,88550568,6152524.0,21168.0,130661.0,537.0
Asia,Iran,2021-12-19,88550568,6169011.0,16487.0,131033.0,372.0
Asia,Iran,2021-12-26,88550568,6182905.0,13894.0,131348.0,315.0
Asia,Iran,2022-01-02,88550568,6195403.0,12498.0,131639.0,291.0
Asia,Iran,2022-01-09,88550568,6204517.0,9114.0,131847.0,208.0
Asia,Iran,2022-01-16,88550568,6218741.0,14224.0,132044.0,197.0
Asia,Iran,2022-01-23,88550568,6245346.0,26605.0,132202.0,158.0
Asia,Iran,2022-01-30,88550568,6322183.0,76837.0,132380.0,178.0
Asia,Iran,2022-02-06,88550568,6543837.0,221654.0,132745.0,365.0
Asia,Iran,2022-02-13,88550568,6780453.0,236616.0,133570.0,825.0
Asia,Iran,2022-02-20,88550568,6925485.0,145032.0,134798.0,1228.0
Asia,Iran,2022-02-27,88550568,7030943.0,105458.0,136390.0,1592.0
Asia,Iran,2022-03-06,88550568,7084306.0,53363.0,137747.0,1357.0
Asia,Iran,2022-03-13,88550568,7119763.0,35457.0,138831.0,1084.0
Asia,Iran,2022-03-20,88550568,7139217.0,19454.0,139550.0,719.0
Asia,Iran,2022-03-27,88550568,7148789.0,9572.0,139971.0,421.0
Asia,Iran,2022-04-03,88550568,7166371.0,17582.0,140277.0,306.0
Asia,Iran,2022-04-10,88550568,7188749.0,22378.0,140577.0,300.0
Asia,Iran,2022-04-17,88550568,7205064.0,16315.0,140800.0,223.0
Asia,Iran,2022-04-24,88550568,7215512.0,10448.0,140962.0,162.0
Asia,Iran,2022-05-01,88550568,7221653.0,6141.0,141083.0,121.0
Asia,Iran,2022-05-08,88550568,7224701.0,3048.0,141165.0,82.0
Asia,Iran,2022-05-15,88550568,7227683.0,2982.0,141216.0,51.0
Asia,Iran,2022-05-22,88550568,7229741.0,2058.0,141271.0,55.0
Asia,Iran,2022-05-29,88550568,7231387.0,1646.0,141306.0,35.0
Asia,Iran,2022-06-05,88550568,7232678.0,1291.0,141328.0,22.0
Asia,Iran,2022-06-12,88550568,7233528.0,850.0,141349.0,21.0
Asia,Iran,2022-06-19,88550568,7234597.0,1069.0,141363.0,14.0
Asia,Iran,2022-06-26,88550568,7236064.0,1467.0,141383.0,20.0
Asia,Iran,2022-07-03,88550568,7238840.0,2776.0,141390.0,7.0
Asia,Iran,2022-07-10,88550568,7247601.0,8761.0,141429.0,39.0
Asia,Iran,2022-07-17,88550568,7272727.0,25126.0,141486.0,57.0
Asia,Iran,2022-07-24,88550568,7319322.0,46595.0,141650.0,164.0
Asia,Iran,2022-07-31,88550568,7381299.0,61977.0,141937.0,287.0
Asia,Iran,2022-08-07,88550568,7434945.0,53646.0,142398.0,461.0
Asia,Iran,2022-08-14,88550568,7468894.0,33949.0,142861.0,463.0
Asia,Iran,2022-08-21,88550568,7503369.0,34475.0,143332.0,471.0
Asia,Iran,2022-08-28,88550568,7521969.0,18600.0,143684.0,352.0
Asia,Iran,2022-09-04,88550568,7531924.0,9955.0,143947.0,263.0
Asia,Iran,2022-09-11,88550568,7538125.0,6201.0,144154.0,207.0
Asia,Iran,2022-09-18,88550568,7542533.0,4408.0,144287.0,133.0
Asia,Iran,2022-09-25,88550568,7546673.0,4140.0,144382.0,95.0
